track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
14,49:24,2964,IKØN & Kalki,First Contact,TechSafari Records,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
15,53:03,3183,"Space Cat, X-NoiZe, SpaceNoiZe",State of Mind,Shamanic Tales,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
16,56:29,3389,Sonic Species & Divination,Liquid Connective,Digital Om,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
17,1:00:09,3609,Greg Downey,Warehouse (Ilai Extended rmx),Skullduggery,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
18,1:03:25,3805,Shanti V Deedrah,Here to Eternity,Shamanic Tales,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
19,1:07:42,4062,IKØN,Daydream (Hidden Space rmx),TechSafari Records,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
20,1:12:02,4322,Cambium,Infinity,Alchemy Records,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
21,1:15:26,4526,Atmos,The Only Process (Protonica rmx),Iboga Records,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
22,1:21:05,4865,Space Cat,Loops of Insanity,HOMmega Productions,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
23,1:24:19,5059,"Xerox, Illumination, Chakra",7 Days (Xerox Edit),Sacred Technology,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
24,1:27:57,5277,Britti,Everything Is Energy,Iono Music,Psychedelic Trance mix - Electric Samurai live at Psy 2 Bolics (Wormeveer Netherlands),https://youtube.com/watch?v=J-3n9Gry__A,J-3n9Gry__A,2024-09-26,Psychedelic Trance
1,00:00,0,Burn In Noise & Alpha Portal,Edge of Sanity (StarLab rmx),Shamanic Tales,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
2,05:52,352,Electric Universe,Mongolia,Sacred Technology,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
3,09:12,552,Electric Universe,Mantra (Volcano On Mars rmx),Sacred Technology,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
4,12:26,746,Relativ & Makida,Panthers,Transcape Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
5,15:59,959,Faders,Unite,TechSafari Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
6,19:33,1173,Mad Maxx & Avalon,Heaven Eleven,United Beats Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
7,23:08,1388,Faders,Guarani,Shamanic Tales,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
8,26:55,1615,Relativ,Ghost In The Shell (V Society rmx),Digital Om,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
9,29:56,1796,vnimoon,Process of Life (Spectra Sonics & Dominant Space rmx),Digital Om,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
10,33:57,2037,Spirit Architect,Tunnel (Out Of Range rmx),Dacru Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
11,37:03,2223,Avalon & Flegma,Tribal Ritual,Nano Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
12,40:24,2424,Volcano,Time Is Illusion,Sacred Technology,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
13,44:01,2641,Antinomy,Imagination (Kalki rmx),TechSafari Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
14,48:37,2917,Relativ & Neuroplasm,Moon Ritual,Iboga Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
15,52:53,3173,Improvement,Space Exploration,Transcape Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
16,56:01,3361,Talamasca,Time Simulation (Zyce Vs Flegma rmx),TesseracTstudio,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
17,59:27,3567,"Space Cat, NO SPOON",Verify You Are Not a Robot,Shamanic Tales,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
18,1:03:33,3813,Solarix & Mercuroid,Labyrinth of Thought,Expo Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
19,1:06:28,3988,Outside The Universe & Laughing Buddha,Outside The Box,Nano Records,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
20,1:08:46,4126,Astrix & Krunch,Antiwar (NoFace rmx),Sacred Technology,Psychedelic Trance mix September 2024  (AI Trippy Graphic Visuals),https://youtube.com/watch?v=mmckXzjblq4,mmckXzjblq4,2024-09-05,Psychedelic Trance
1,00:00,0,Alienatic,Artificial Selection,Nano Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
2,05:05,305,Brainless,Astronomical Unit,Dacru Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
3,08:24,504,Electric Universe,Dragonfly,Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
4,11:44,704,Polaris (FR),Icarus,TechSafari Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
5,15:15,915,V Society,Interlinked,United Beats Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
6,18:34,1114,Aural Vision,Holographic Information,YSE,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
7,21:40,1300,NoFace,Artifact,Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
8,24:18,1458,Render & Everblast (Earthling & Chromatone),The K Council,Timecode/Sangoma,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
9,28:55,1735,Render & Shekinah,Playground,Timecode/Sangoma,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
10,32:36,1956,Electric Universe,Life on Mars,Future Music,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
11,36:24,2184,West Galaxy,What Is Real,Digital Om,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
12,40:06,2406,,X-Side -Element Space,Sonoora Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
13,44:42,2682,Releasse,Spiritual Journeys,Iono Music,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
14,48:26,2906,Mirok,Alien Technology,Grasshopper Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
15,52:03,3123,Electric Universe,Om,DM7 Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
16,56:14,3374,Audiosonic & Akasha,Robots,Sonoora Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
17,59:45,3585,X-Side,Future Geometries,180 Degrees Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
18,1:03:55,3835,Activating Evolution,Conscious State,Nataraja Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
19,1:07:54,4074,Magik & Alpha Portal,Magic Portal (Electric Universe rmx),Shamanic Tales,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
20,1:11:39,4299,Beyond,Blast From The Past,Dacru Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
21,1:15:11,4511,Djantrix & Spirit Architect,Hallucinogenic Battle,Digital Om,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
22,1:18:56,4736,Hyriderz & Sound Era,Shaman Spirit,United Beats Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
23,1:22:08,4928,Aloom,Inner Call,Maharetta Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
24,1:26:33,5193,Outside The Universe,Deck Wizards,Future Music Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
25,1:30:41,5441,Electric Universe,Millenia (Faders & Spectra Sonics rmx),Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
26,1:33:46,5626,Laughing Buddha & Regan,Follow Your Passion,Nano Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
27,1:37:17,5837,Rewind,Let's Go!,Solar Tech Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
28,1:40:20,6020,Transient Disorder & X-Side,What Are Psychedelics,Dacru Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
29,1:43:49,6229,Volcano,Our Thought (Outside The Universe rmx),Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
30,1:48:23,6503,Electric Universe & Mad Tribe,"Party Planners, Pt. 2",United Beats Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
31,1:52:37,6757,lumination & Endeavour,Nero Pulso,Nano Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
32,1:56:32,6992,Magik,Buoyancy (Volcano rmx),Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
33,2:00:28,7228,Enigma (PSY),Fragments,Dacru Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
34,2:04:26,7466,Hinap,Orbit,Iono Music,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
35,2:07:57,7677,Uni & Tsuyoshi Suzuki,Satisfaction,Matsuri Digital,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
36,2:12:50,7970,Cronick,Ethical Material,Quantum Sorcery Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
37,2:15:27,8127,Electric Universe,Fractals,Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
38,2:19:27,8367,Xerox & Illumination,Retrodelic (Imaginarium & V-Society rmx),HOMmega Productions,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
39,2:22:39,8559,Vibe Tribe & Spade,Supernatural (X-side rmx),Quantum Sorcery Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
40,2:26:10,8770,Audiosonic & FNX,Turn On,Profound Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
41,2:30:48,9048,Cambium,Artemisia Mutellina,Sahman Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
42,2:35:14,9314,"Electric Universe, Imagine Mars",Harmonic Nature,Sacred Technology,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
43,2:38:45,9525,Mandala,Be The Sky,Nano Records,Psychedelic Trance mix II August 144 -148 bpm [without ( long )breaks],https://youtube.com/watch?v=9FQEWNlOyIM,9FQEWNlOyIM,2024-08-29,Psychedelic Trance
1,00:00,0,Divination,Caper Town (Divination & Misaya rmx),Expo Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
2,05:07,307,Britti,Dream On,Iono Music,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
3,08:57,537,Mindbenderz,Human Form,Iono Music,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
4,13:55,835,Astrix & Ritmo,Ziran (Antinomy rmx),Shamanic Tales,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
5,17:10,1030,Xandar,Before Dawn,Transcape Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
6,21:15,1275,Avalon & Burn in Noise,Time & Space (Lifeforms & Kali rmx),Furthur Progressions Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
7,24:50,1490,"Imagine Mars, Sonic Species",Fly Machine,Sacred Technology,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
8,29:45,1785,MoRsei & IKØN,Time Guru,Sahman Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
9,34:26,2066,Imaginarium,The Sleeper,Sacred Technology,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
10,38:18,2298,i-460,Inori,Transcape Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
11,42:40,2560,Electric Universe,Millenia (Faders & Spectra Sonics rmx),Sacred Technology,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
12,46:59,2819,Mindplex,Manifest Mind,Sacred Technology,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
13,51:11,3071,Chronosphere,Fearless Mind,Digital Om,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
14,55:09,3309,Hypnoise,Unified Field,Maharetta Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
15,59:34,3574,Mad Maxx & Stryker,Guided Meditation,United Beats Records,"Psychedelic Trance mix August 2024 (Dance, Remember, Never forget)",https://youtube.com/watch?v=1XFb_XTAK2Y,1XFb_XTAK2Y,2024-08-15,Psychedelic Trance
1,00:00,0,Psiger,Trust Your Senses,DistroKid,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
2,04:58,298,Interium,Odyssey,Expo Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
3,08:50,530,Cambium,Abstract Beauty,Sahman Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
4,12:51,771,Stryker & Arkadia,Dance To My Beat,United Beats Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
5,16:44,1004,"Avalon, Starlab (IN)",History of Gods,Shamanic Tales,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
6,20:37,1237,Symbolic & Electric Universe,Science & Spirit (Transient Disorder rmx),Dacru Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
7,24:39,1479,Sam Alien,Fly Away,Dacru Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
8,28:17,1697,Ilai & Spectra_Sonic,Chemical Potential,Digital Om,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
9,32:19,1939,MoRsei & West Galaxy,Fear,Digital Om,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
10,36:06,2166,Artifex,Secrets of the Universe,HOMmega Productions,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
11,39:54,2394,Arkadia,One Reason,BMSS Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
12,43:01,2581,Tropical Bleyage,Mala (DigiCult rmx),Dacru Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
13,46:38,2798,Symbolic,Insidious (Electric Universe rmx),Sacred Technology,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
14,51:56,3116,Ovnimoon,Tranceport (Souls Map rmx),Ovnimoon Records,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
15,57:14,3434,West Galaxy,Ancestral,Digital Om,Psychedelic Trance mix III July 2024,https://youtube.com/watch?v=5hX7dAKs0PY,5hX7dAKs0PY,2024-07-28,Psychedelic Trance
1,00:00,0,Serenity Flux,Visionary,Supernatural Music,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
2,05:38,338,Altered State,Dark Arts,Iono Music,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
4,13:25,805,Reborn,Abadi,TesseracTstudio,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
5,16:47,1007,StarLab,Mission Simulator,Digital Om,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
6,21:14,1274,One Function,Back to My Roots (Hinap rmx),Iono Music,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
7,25:18,1518,Animato & Outsiders,Elastic Sunrise,Shamanic Tales,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
8,29:35,1775,Burn in Noise & Vertical,Brimstone,Nano Records,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
9,33:38,2018,Osher,Cosmic Universe,Iono Music,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
10,38:20,2300,Hypnocoustics & Journey,Kinesiooptic,Free-Spirit Records,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
11,42:10,2530,Simon Patterson,Assassin (Extended Mix), VII,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
12,46:27,2787,Xerox & Illumination,No Way Out (Ilai rmx),HOMmega Productions,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
13,50:04,3004,Formula None,Tokyo on Acid,Iboga Records,Psychedelic Trance mix II July 2024 [Surrealism AI Graphic video],https://youtube.com/watch?v=1ZkPrcdVkAY,1ZkPrcdVkAY,2024-07-19,Psychedelic Trance
