track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
4,15:12,912,Zen Mechanics & Yestermorrow,Solarians,Iboga Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
5,20:04,1204,shyisma,particles,Iono Music,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
6,23:48,1428,Allaby,Black Sands,Nano Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
7,29:21,1761,Liquid Ace,Let Go (IKØN rmx),Iboga Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
8,35:10,2110,Atacama,Direction Empty Space,Digital Om,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
9,39:21,2361,Side Effects,Deep Dive (Atacama rmx),Digital Om,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
10,43:57,2637,Transpose (CA),Senses,Iono Music,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
11,48:35,2915,,Shyisma  -Existence,Iono Music,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
12,52:45,3165,Loud,Station 42 (Zen Mechanics rmx),Iboga Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
13,57:17,3437,Side Effects & Mobitex,African Spirit,TechSafari Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
14,1:00:59,3659,NOK,Thirteen Days,Blue Tunes Records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
15,1:05:38,3938,Divination,Resonance (Inner Sphere rmx),TechSafari records,Progressive Psytrance mix October 2023 [Tribe of Nova],https://youtube.com/watch?v=ObmegFjz5Lc,ObmegFjz5Lc,2023-10-12,Progressive Psytrance
1,00:00,0,Inner Sphere,Cygnus Rift,Sourcecode Transmissions,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
2,05:13,313,Liquid Soul,Only in Dreams,Iboga Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
3,09:51,591,Divination,Resonance (Inner Sphere rmx),TechSafari Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
4,14:27,867,Mind Sense & Serenity Flux & Orbiter6,Transforming Matter,YSE,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
5,18:49,1129,Dual Resonance,We Are Universe,Iono Music,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
6,22:42,1362,Invisible Reality,Singularity,Blue Tunes Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
7,27:03,1623,Vertical Mode,Computer Music,HOMmega Productions,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
8,30:06,1806,Protonica,Reactor (Yestermorrow rmx),Iboga Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
9,35:39,2139,IKØN,Apollo,TechSafari Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
10,41:14,2474,Liquid Soul & Kalki,I Am,Iboga Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
11,45:46,2746,Symbolic,Evolution,Iboga Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
12,50:11,3011,Alex M.O.R.P.H. & Liquid Soul,The Journey,Black Hole Recordings,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
13,55:16,3316,Formula None,From Within,Iono Music,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
14,59:16,3556,Polygrams,Altered States,Iono Music,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
15,1:03:10,3790,Faders,Flying Objects (IKON rmx),TechSafari Records,Progressive Psytrance mix September 2023,https://youtube.com/watch?v=t6IQ2FPMUgw,t6IQ2FPMUgw,2023-09-13,Progressive Psytrance
1,00:00,0,Zen Mechanics,Changa Falls,Sourcecode Transmissions,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
2,07:05,425,IKØN,Daydream (Hidden Space rmx),TechSafari Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
3,11:25,685,Doppler & Lydia,A New Hope,TechSafari Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
4,15:53,953,Inner Sphere,Photon Rez,TechSafari Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
5,19:39,1179,Out of Range,Voices,TechSafari Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
6,23:46,1426,Sonic Species & Divination,Feels Like Home,Nano Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
7,28:07,1687,Aion,Travellers,1.2.Trip Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
8,33:08,1988,One Function,Ajna (IKØN rmx),Iono Music,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
9,37:15,2235,Atomic Pulse,Spirit Of Wisdom,Dacru Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
10,41:08,2468,Montez,Analog Mutation,Dacru Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
11,45:56,2756,IKØN,Moonbow,TechSafari Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
12,51:12,3072,Ilai,Tale Of Trance ( Kalki rmx),Iboga Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
13,55:05,3305,Silent Sphere,Peacemaker,Iboga Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
14,59:02,3542,Astrix & Avalon,Moonshine,Future Music Records,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
15,1:03:46,3826,Stryker And Starlab,Ilbechin,Digital Om,Progressive Psytrance mix August 2023,https://youtube.com/watch?v=yQ-tNAC4Vuk,yQ-tNAC4Vuk,2023-08-07,Progressive Psytrance
1,00:00,0,Ticon,Ether (album edit),Iboga Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
2,06:33,393,Shake,Legacy,TesseracTstudio,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
3,11:15,675,Liquid Soul,Adrenaline (Zen Mechanics rmx),Digital Om,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
4,17:38,1058,E-Clip,Artificial Intelligence (Manmachine rmx),Digital Om,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
5,23:18,1398,Ibojima & Atmos,Gap In Universe,Dacru Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
6,27:47,1667,Echotek,Extraordinary Claims,Dacru Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
7,31:50,1910,Cimi,Weird & Delicious (Time In Motion rmx),Furthur Progressions Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
8,36:34,2194,Neelix,Adaption (Captain Hook & rmx),Planet B.E.N. Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
9,40:51,2451,Chemical Content 1,Direct Mental Treatment,YSE,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
10,45:39,2739,Shanti Matkin & GMS & Deedrah & Modern8,Nesting Too Deep,Iboga Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
11,49:54,2994,Ace Ventura & Zen Mechanics,Digital Beings (Symbolic rmx),Sourcecode,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
12,55:40,3340,Liquid Soul,I See the Spirit (Protonica rmx),Iboga Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
13,1:00:10,3610,lifeforms,equinox,Iono Music,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
14,1:04:56,3896,Ovnimoon,Inner Temple,Iono Music,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
15,1:09:13,4153,,eLeS Dyzer -Acid Rain,,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
16,1:13:55,4435,Orisma,The Truth (Solar Walker rmx),YSE,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
17,1:17:52,4672,Disconect & Second Life,Super Rare,YSE,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
18,1:22:09,4929,Noga,Psychoactive,Bounce Recordings,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
19,1:26:51,5211,Ticon & Phanatic,indigo,Iboga Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
20,1:31:15,5475,Zen Mechanics & Yestermorrow,Solarians,Sourcecode Transmissions,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
21,1:34:30,5670,Bitkit,Angels,Dacru Records,Progressive Psytrance mix June 2023 ( 600.000 subscriber mix)  with download link,https://youtube.com/watch?v=yeDEMlJFMvA,yeDEMlJFMvA,2023-06-08,Progressive Psytrance
1,00:00,0,Dark Territory,Kalandare (Zen Mechanics rmx),Guflux,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
2,06:31,391,Silent Sphere,Inner Voice,Iboga Records,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
3,10:59,659,Zyce & Ticon,Planet of Zycon,TesseracTstudio,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
4,15:12,912,Ectima,Wrong Life,TesseracTstudio,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
5,18:00,1080,IKON,Perspective (Suduaya rmx),TechSafari Records,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
6,21:59,1319,Animato & Ticon,Last Resort (Unstable rmx),Dacru Records,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
7,26:56,1616,Zyce,Awakening Of The Slavic Spirits (Sonic Entity rmx),Digital Om,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
8,31:14,1874,Zyce,Ayahuasca,TesseracTstudio,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
9,35:21,2121,Vertical Mode,Twist Me Up (Lifeforms rmx),Volcano Music,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
10,40:24,2424,Side Effects,Drug Producer,YSE,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
11,44:40,2680,Outtribe & Redfly,Pretty Oddity,HOMmega Productions,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
12,49:16,2956,Sonic Entity,Gravity Control,YSE,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
13,54:12,3252,IKON,Radio Earth,TechSafari Records,Progressive Psytrance mix May 2023,https://youtube.com/watch?v=cm571Bez2io,cm571Bez2io,2023-05-24,Progressive Psytrance
1,00:00,0,Cortex & Blanx,on fire,Boundless Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
2,04:40,280,Ritmo,Distorted,Iboga Record,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
3,09:25,565,Ticon,Chicken Shaker (Gaudium rmx),Iboga Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
4,11:43,703,Flow Theory & Triex,Some Sort of Something,Tribeadelic Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
5,15:51,951,Sonic Entity,We Are from the Future,TechSafari records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
6,20:12,1212,Soundaholix,Stop Wars,Tip Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
7,23:45,1425,Silent Sphere,Peacemaker,Iboga Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
8,28:09,1689,"Animato, Darwish",Yahe,Future Music Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
9,32:16,1936,Sonic Species,Just Another Freak,Digital Om,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
10,36:30,2190,Tresh,Zenith,TechSafari Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
11,40:30,2430,Mindbenderz,Cosmic Dancer (Jensson & Shogan rmx),Iono Music,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
12,45:11,2711,One Function,Be Free,[Iono Music,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
13,49:04,2944,Silent Sphere & Yestermorrow,Alien Technology (Hypnotic Edit),Iboga Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
14,53:45,3225,Kalki,Aura,Techsafari Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
15,57:39,3459,Hidden Space,Another Life,TechSafari Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
16,1:02:07,3727,Antinomy,A New Dawn,Iboga Records,Progressive Psytrance April 2023,https://youtube.com/watch?v=nLjUzV0YzIg,nLjUzV0YzIg,2023-04-26,Progressive Psytrance
1,00:00,0,Soundaholix,The Quickening,Tip Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
2,04:45,285,Spectro Senses,Lucid Dreams,Iono Music,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
3,08:02,482,E-Clip,Fluid Motion,Iboga Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
4,11:45,705,Sideform,Advanced Civilization,Digital Om,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
5,14:46,886,Ananda (AUT),So Free,Dacru Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
6,18:00,1080,Maitika,Portal,YSE,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
7,21:14,1274,Zone Tempest,Unknown Awakening,Iono Music,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
8,24:33,1473,Oforia,Headed for Infinity (Inner Sphere rmx),TechSafari records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
9,28:19,1699,Deep Vibration,The Multiverse,Dacru Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
10,32:16,1936,Atomic Pulse,Spirit Of Wisdom,Dacru Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
11,36:37,2197,Relativ & Yestermorrow,Galactic Riders,Digital Om,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
12,42:06,2526,IKØN,Moonbow,TechSafari Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
13,47:23,2843,Soundaholix,Bionic Bush,Tip Records,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
14,50:48,3048,Polygrams,Aura,Iono Music,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
15,54:42,3282,Polygrams,Sacred,Iono Music,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
16,58:52,3532,Fertile & Numayma,Everworld,Iono Music,Progressive Psytrance March 2023,https://youtube.com/watch?v=APlPVDMS8xg,APlPVDMS8xg,2023-03-30,Progressive Psytrance
1,00:00,0,Protonica,Reactor (Yestermorrow rmx),Iono Music,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
2,05:42,342,IKØN,Apollo,TechSafari Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
3,09:56,596,Freq & Emok,States Of Consciousness,Iboga Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
4,13:53,833,Genesia,Slices Of Existence,Digital Om,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
5,18:03,1083,Freqfield,Imago,TechSafari Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
6,21:48,1308,Sideform,Crystallized (Spectro Senses rmx),Iono Music,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
7,26:05,1565,Euphorya,More Mystery,Dacru records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
8,30:45,1845,Kalki,Replicant,TechSafari Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
9,34:13,2053,Formula None,First Light,Iboga Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
10,38:28,2308,Sabretooth,God Food,BMSS Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
11,41:54,2514,Sideform,Magnetic Field,TesseracTstudio,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
12,45:41,2741,Transpose,Senses,Iono Music,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
13,50:18,3018,Henix-R & Right Spirit,Planet Synergy,Blue Tunes Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
14,53:46,3226,Zyce & Sonic Species,Interstellar,TesseracTstudio,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
15,56:33,3393,One Function,Elements,Iono Music,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
16,1:01:00,3660,Formula None,Luminate,Iboga Records,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
17,1:05:14,3914,Shogan,Melodrama,Spiral Trax,Progressive Psytrance mix February 2023,https://youtube.com/watch?v=6koMhKYRUVA,6koMhKYRUVA,2023-02-15,Progressive Psytrance
1,00:00,0,"Liquid Soul, Emok & Martin Vice",Elsewhere,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
2,03:57,237,Silent Sphere,Tribe,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
3,07:13,433,Daniel Lesden,Ignition,Digital Om,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
4,11:23,683,E-Clip,Earths Call,Iboga Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
5,14:35,875,Reborn,Prediction,TesseracTstudio,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
6,18:56,1136,Clean Noise,What Your Heart Feels,Iono Music,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
7,23:17,1397,SUN (GR),Alpha Phase,Blue Tunes Records,Progressive Psytrance mix January 2023,https://youtube.com/watch?v=5JYez3rJn4A,5JYez3rJn4A,2023-01-26,Progressive Psytrance
