track_number,timestamp,timestamp_seconds,artist,title,label,video_title,video_url,video_id,upload_date,category
1,00:00,0,IKØN,Fly,Iboga Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
2,05:39,339,Zen Mechanics Ft Future Frequency,"Naked, Stoned & Exalted (Symbolic & Audiotec rmx)",Sourcecode Transmissions,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
3,09:29,569,Avalon and Symbolic,Modern Age,Nano Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
4,13:39,819,Sideform,Advanced Civilization,Digital Om,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
5,17:21,1041,Inner Sphere,Euphoria,TechSafari Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
6,21:18,1278,Sideform,Orbital Spin,Iboga Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
7,24:43,1483,Liftshift & Out of Range,Savor The Flavor,Zero One Music,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
8,28:40,1720,Liftshift & Divination,Inside You,Zero One Music,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
9,31:00,1860,GMS & Shanti V Deedrah,Techno Culture,Dreamstate,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
10,34:21,2061,Xandar,Perspective,TesseracTstudio,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
11,38:18,2298,Egorythmia & Zen Mechanics,Primal Sphere (Album Mix),Sounds Of Akasha,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
12,43:38,2618,Xandar,Desertum,TechSafari Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
13,47:34,2854,Sonic Species,Strictly Virtual (Symbolic rmx),Sourcecode Transmission,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
14,52:12,3132,Astrix & Freedom Fighters,Burning Stones,VII,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
15,56:17,3377,Inner Sphere & Bellatrix,Twister,TechSafari Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
17,1:03:29,3809,Zen Mechanics & Yestermorrow,Solarian,Sourcecode Transmissions,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
18,1:06:44,4004,Liftshift,Life = Perfect (Yestermorrow rmx),TechSafari Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
19,1:11:09,4269,Ritmo,Distorted,Iboga Records,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
20,1:15:55,4555,Lysergic Dimension,Duality,Sounds Of Akasha,Progressive Psytrance Year's End mix 2025 part II,https://youtube.com/watch?v=T8uYxgIr3vM,T8uYxgIr3vM,2025-12-21,Progressive Psytrance
1,00:00,0,Ticon,Hops of Hades (Vini Vici rmx),Iboga Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
2,05:05,305,Synestia,Planetary Awaking,Sounds Of Akasha,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
4,14:59,899,Ace Ventura & Symbolic,Prime Time,Iboga Trance,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
5,20:52,1252,Egorythmia & Roger Rabbit,Speed of Light,Iono Music,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
6,26:17,1577,Freq,Think of a Sound,Iboga Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
7,29:36,1776,Sideform,Angaraka,Digital Om,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
8,33:27,2007,Major7 & Vertical Mode,MajorMode,Iboga Trance,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
9,37:02,2222,Ritmo,Process,Echoes Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
11,46:24,2784,E-CLIP,Endless Symphony (Divination rmx),YSE,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
12,50:13,3013,Shanti V Deedrah,Twilight Zone,Iboga Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
13,54:12,3252,One Function,Back to My Roots,Iono Music,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
14,56:32,3392,Aquila,Breakpoint,Dacru Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
15,1:00:48,3648,Allaby & Bedders,Hollywood,Nano Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
16,1:05:01,3901,Zyce,Spirits (Inner Sphere rmx),TechSafari Records,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
17,1:09:57,4197,One Function,Holistic Transform,Iono Music,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
18,1:13:15,4395,Easy Riders & Symbolic,Flashback (Astrix rmx),Shamanic Tales,Progressive Psytrance Year's End mix 2025 part I,https://youtube.com/watch?v=pkyfvUnqsqw,pkyfvUnqsqw,2025-12-11,Progressive Psytrance
1,00:00,0,Zen Mechanics & Motion Drive,Outwards (Visua Remix),Furthur Progressions Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
2,05:24,324,DoubKore,Sacred (Shyisma Remix),Iono music,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
3,08:14,494,HNGT & Fade,Code Breaker,INVICTA,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
4,12:05,725,Demon Noise,The Plan,Set About Music,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
5,14:54,894,Cosmic Boys,Sonic,Legend,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
6,17:46,1066,IKON,Radio Earth (Original Mix),TechSafari Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
7,22:14,1334,NitroDrop & Roger Rabbit,Extremely Well,Digital Om,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
8,25:56,1556,Synestia,Planetary Awaking,Sounds Of Akasha,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
9,30:40,1840,Hypnoverso,Floating Kingdom,Sounds Of Akasha,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
10,35:30,2130,Astrix,High on Mel,Shamanic Tales,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
11,39:23,2363,Mindbenderz,Serenity,Iono Music,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
12,42:48,2568,Sonic Species,Echoes In Eternity,Shamanic Tales,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
13,46:42,2802,Protonica & Zen Mechanics,Flowstate,Iboga Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
14,50:49,3049,Shanti V Deedrah & Waio,In Orbit,Iboga Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
15,54:04,3244,"SpaceNoiZe (Space Cat & X-NoiZe,)",Nama Numi,Iboga Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
16,57:50,3470,Antinomy,A New Dawn,Iboga Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
17,1:01:43,3703,Electric Feel,Rise Machines,Iono Music,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
18,1:04:29,3869,Zen Mechanics & Egorythmia,Shores Of The Subconscious (E-Clip rmx),Sounds Of Akasha,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
19,1:08:27,4107,Atmos,The only process (Ovnimoon remix),Spiral Trax,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
20,1:13:53,4433,Bellatrix,One Species,Iono Music,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
21,1:18:30,4710,Polygrams,Source Code,Sounds Of Akasha,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
22,1:21:13,4873,Inner Sphere,Euphoria,TechSafari Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
23,1:24:13,5053,Doppler,Essence,TechSafari Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
24,1:27:59,5279,Vertical Mode & Faders,Optical Illusion,Sacred Technology,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
25,1:31:59,5519,Sonic Species & Zyce Vs Flegma,High On Life,TesseracTstudio,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
26,1:35:21,5721,Inner Sphere,Astronomia (Side Effects rmx),TechSafari Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
27,1:39:00,5940,Audiotec & Zen Mechanics,Telemetry (Inner Sphere rmx),TechSafari Records,Progressive Psytrance november 2025,https://youtube.com/watch?v=RioLmz33eng,RioLmz33eng,2025-11-09,Progressive Psytrance
1,00:00,0,Inner Sphere,Plazma,TechSafari Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
2,05:02,302,Bellatrix,The Truth,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
3,08:14,494,Libra,Twist & Warp,Future Music Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
4,11:27,687,Protonica,Earthrise,Iboga Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
5,14:54,894,One Function,Sensations,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
6,19:12,1152,Shayanic,Fourth Dimension,Sounds Of Akasha,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
7,23:09,1389,Liftshift,Plant Life (Sonic Entity rmx),TechSafari Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
8,27:04,1624,E-Clip,Aurorae Tales,TesseracTstudio,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
9,31:30,1890,Solar Walker,Real life feat. Shayanic,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
10,35:39,2139,Zone Tempest,Space Time,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
11,38:57,2337,Inner Sphere,Astronomia (Side Effects rmx),TechSafari Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
12,42:37,2557,Doppler,Essence,TechSafari Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
13,46:23,2783,Inner Sphere,Euphoria,TechSafari Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
14,49:23,2963,E-Clip,Live Your Life (Egorythmia rmx),Sounds Of Akasha,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
15,53:40,3220,Xandar,Perspective,TesseracTstudio,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
16,56:27,3387,GMS & Shanti V Deedrah,Techno Culture, Dreamstate Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
17,1:00:16,3616,Sideform,Orbital Spin,Iboga Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
18,1:03:37,3817,Bellatrix,Great Beyond,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
19,1:08:16,4096,Voyager & Atyss,Dystopia,Expo Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
20,1:12:40,4360,Numayma,Unidentified,Iono Music,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
21,1:16:19,4579,Antinomy,Pieces,Future Music Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
22,1:19:18,4758,Formula None,Sky Spirit,Iboga Records,Progressive Psytrance mix II Oktober 2025,https://youtube.com/watch?v=7HWvkmNvnoQ,7HWvkmNvnoQ,2025-10-24,Progressive Psytrance
1,00:00,0,E-Clip,Artificial Intelligence (Manmachine rmx),Digital Om,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
2,05:27,327,Liquid Soul,Adrenaline (Zen Mechanics rmx),Digital Om,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
3,10:40,640,Vini Vici,Expender,Iboga Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
4,14:47,887,Lish & Gaudium,Infinite Space,Iboga Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
5,20:04,1204,Zen Mechanics & Ace Ventura,Digital Beings,Echoes Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
6,23:22,1402,Shanti Matkin & GMS & Deedrah & Modern8,Nesting Too Deep,Iboga Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
7,27:36,1656,Liftshift & Divination,Inside You,Zero One Music,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
8,29:57,1797,Spectro Senses,Insight,Sinsonic Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
9,33:34,2014,IKØN,Apollo,TechSafari Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
10,38:14,2294,Xandar & Doppler (MX),Birth of a New Soul,TechSafari Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
11,42:04,2524,Orisma,The Truth (Solar Walker rmx),YSE,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
12,46:00,2760,Egorythmia &  Zen Mechanics,Primal Sphere (Album Mix),Sounds Of Akasha,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
13,51:20,3080,Astrix & Freedom Fighters,Burning Stones,VII,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
14,55:25,3325,Inner Sphere & Bellatrix,Twister,TechSafari Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
15,58:40,3520,Xandar,Desertum,TechSafari Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
16,1:02:38,3758,Lysergic Dimension,Duality,Sounds Of Akasha,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
17,1:07:05,4025,Liftshift,Life Perfect (Yestermorrow rmx),TechSafari Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
18,1:11:31,4291,Zen Mechanics & Yestermorrow,Solarians,Iboga Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
19,1:14:46,4486,IKØN,Moving On,Sahman Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
20,1:19:24,4764,Ritmo,Distorted,Iboga Records,Progressive Psytrance mix Oktober 2025,https://youtube.com/watch?v=gKsy_rbBn9Q,gKsy_rbBn9Q,2025-10-04,Progressive Psytrance
1,1:09,69,,- 7:28 Abstract Live Painting 25 Min 4K,,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
2,12:02,722,,-  18:46 Abstract Patterns 4K No Sound Video,,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
3,18:47,1127,,- 24:48 Abstract Ambient Video Without Sound,,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
1,00:00,0,Xandar,Desertum,TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
2,05:34,334,Sonic Species,Strictly Virtual (Symbolic rmx),Sourcecode Transmissions,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
3,10:12,612,Genesia,Slices Of Existence,Digital Om,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
4,13:55,835,Freqfield,Imago,TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
5,17:39,1059,Ace Ventura & Symbolic,Prime Time (Avalon rmx),Nano Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
6,23:06,1386,Lysergic Dimension,Duality,Sounds Of Akasha,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
7,27:34,1654,Bitkit,Angels,Dacru Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
8,31:24,1884,IKØN,Moving On,Sahman Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
9,36:02,2162,Lysergic Dimension,Neural Pathways,Sounds Of Akasha,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
10,39:37,2377,Protobase,Escape from Reality,Shamanic Tales,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
11,43:34,2614,"Yestermorrow, Divination",Higher Consciousness,Iono Music,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
12,46:21,2781,Liquid Soul,Salvation,Iboga Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
13,49:09,2949,IKØN,Adventure,TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
14,53:59,3239,E-Clip,Cosmic Flow,Sounds Of Akasha,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
15,58:03,3483,Liftshift,Chacruna (Audiotec rmx),TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
16,1:01:49,3709,Doppler,Essence,TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
17,1:05:35,3935,Solar Walker,Manifestation,Iono Music,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
18,1:09:45,4185,Kalki & Mindbenderz,In Your Mind,TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
19,1:13:25,4405,Atopia,Hypnosis,Blue Tunes Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
20,1:16:37,4597,Liftshift,Buhahahahaaaa,Zero One Music,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
21,1:22:01,4921,Liftshift,Tunnelvision (Perfect Stranger rmx),TechSafari Records,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
22,1:26:07,5167,Solar Walker,Shamanic Ceremony,Iono Music,Progressive Psytrance mix II August,https://youtube.com/watch?v=XBwRrH2DLIk,XBwRrH2DLIk,2025-08-27,Progressive Psytrance
1,00:00,0,Protonica & Zen Mechanics,Flowstate,Iboga Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
2,05:56,356,IKØN,Higher Dimension,Techsafari Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
3,09:42,582,Electric Universe & Symbolic,Science And Spirit,Nano Records,Progressive Psytrance mix August 2025,https://youtube.com/watch?v=mSm2JTxiLhA,mSm2JTxiLhA,2025-08-04,Progressive Psytrance
